date,IPO_elasticnet,IPO_kernel,IPO_lasso,IPO_linear,IPO_nn,IPO_polynomial,IPO_ridge,OLS_elasticnet,OLS_kernel,OLS_lasso,OLS_linear,OLS_nn,OLS_polynomial,OLS_ridge
2019-01-31,-0.0048718990694799034,0.029825081835928295,-0.0040124148755299825,0.003390789783788385,0.0023602512422704423,0.050847420066271645,-0.0027571079018186805,-0.004285478431637983,0.15890172714655576,-0.004285478431637983,0.016424417802060894,0.02293871012770562,0.08231458278265616,0.014358363908360747
2019-02-28,-0.02277842535574099,0.11225287881603252,-0.03284164065139409,-0.039358766376122366,-0.03305185178511892,-0.04378336030759952,-0.0489018377479205,-0.0488253603949534,-0.036448133374207645,-0.0488253603949534,-0.00805432293185079,-0.04516430511462837,-0.030345564224730337,-0.011337621742432379
2019-03-29,-0.030876728967421968,0.005686669555461488,-0.0040231438539688105,-0.0717386244631562,-0.028752546093406953,0.12353804222043277,0.014001195492543557,-0.04922423208412434,-0.04097675269814202,-0.04922423208412434,-0.012255871543543378,-0.08925065046926067,-0.0638175213947321,-0.01523287764227696
2019-04-30,0.012148116548483374,-0.028933052880897155,0.0008484186486555686,0.055895616267807535,0.007180488675429309,0.08453893247786437,0.00013961214624460226,0.028065261109166403,0.006314192641584837,0.028065261109166403,0.025510332887280874,0.01576577355489394,0.013969413493437777,0.025005294949673205
2019-05-31,-0.027322816723242712,0.0016503664686464414,0.006319333972498073,-0.048148299592786624,-0.029115986121582334,-0.04303264756072531,-0.005375038050204542,-0.03960193100938818,0.1231158267499837,-0.03960193100938818,-0.03688731016408498,0.04022045320854844,0.014865874708295847,-0.037763121136817956
2019-06-28,0.011676293256486609,0.0122967837724509,-0.023048038140506284,-0.004668200302803471,-0.011726025348794357,-0.014182024403327595,-0.034411218874024936,-0.018677064300397023,0.12554823405870386,-0.018677064300397023,0.02699870709229149,0.06408510288415867,0.06585461207134476,0.023289850695500342
2019-07-31,-0.05316914620542761,-0.09780057039234308,-0.012010517739305063,0.004639880813096734,-0.02696696269277933,-0.018444516106244785,-0.016394011321583024,-0.01932976778173751,-0.027832706368926652,-0.01932976778173751,-0.024348215186455545,0.0377374129753619,0.027152705300611424,-0.02515063750746899
2019-08-30,0.044777678143817445,0.12187718592415621,0.032715907665448185,0.004565681399841963,0.030557825779097117,0.24740348274430654,0.039588262926366385,0.014279713203555104,0.06256927741081642,0.014279713203555104,0.05833769501150124,0.06315377712930398,0.05671075807394806,0.05400526570711346
2019-09-30,0.0362548235983013,0.2366715632516539,0.11828539432113545,0.02964100933647877,0.06500713851576333,0.3004608763770268,0.08863064468792754,0.029757467444739498,0.17226026524882554,0.029757467444739498,0.07039129444057102,0.20026396746350733,0.15274938746596015,0.06624410195814731
2019-10-31,0.006946831820146532,0.21603995162847553,0.05421594064322497,-0.025198775876194464,0.021136319887715548,0.21445073164108958,0.06803796632271689,0.0012660817828659158,-0.03400565052274584,0.0012660817828659158,0.007347573319944858,0.07300675987961955,0.08168053800796787,0.005793404359574967
2019-11-29,-0.06239448525968896,0.025540909843038556,-0.04901776727876318,-0.0417924840612268,-0.05467046787158212,0.03434786466242969,-0.03591848383905903,-0.04822000946832606,-0.0742713624228972,-0.04822000946832606,-0.04888167901439425,-0.003539672866463832,-0.05294964503159688,-0.04975213427127036
2019-12-31,0.05371882464227448,0.03378090594498262,0.03058045477132691,0.032200516225527144,0.0373781276254681,0.18293265321166502,-0.009237714625388792,0.001667648697884246,-0.03238851016489831,0.001667648697884246,0.11447672441205228,0.08476001939990371,-0.03394878259775064,0.1058484474831176
2020-01-31,0.05974070530718152,0.46959574328614395,0.1200303917133037,0.1031970497528264,0.08652539416272317,0.30323909316884257,0.10171850554699784,0.0862099141475299,0.21029125151419176,0.0862099141475299,0.07409041013539804,0.025436245824147392,0.08043274467547817,0.073859063446845
2020-02-28,-0.0027584092822701568,0.14935383316585418,-0.03791183753263926,0.08027947730904524,0.016627555280544475,0.2941166509510853,-0.07084312478850732,0.004853921876189132,0.02027813227124399,0.004853921876189132,0.10221611536211071,0.18708107977592084,0.055111875669121756,0.09447631725016765
2020-03-31,-0.07717137165547094,-0.01987873729615232,-0.06368184192400728,-0.06654960598020564,-0.08300981944398815,-0.08506037512825262,-0.07706798380527638,-0.07426276100692454,-0.13991159985795287,-0.07426276100692454,-0.08297455650137428,0.06835388151560445,-0.14376228989032014,-0.08245163089037214
2020-04-30,0.044588135814509156,0.07005493483605266,0.0426886901918128,0.039414342358575945,0.043928301756286356,0.08633081183863765,0.05045971994755579,0.044896707468570454,0.05875503175814369,0.044896707468570454,0.04038983595874178,0.047773732115613934,0.0815172482454029,0.040563808790529184
