Date,Close,High,Low,Open,Volume
2000-01-03,32.68346405029297,33.40976325141059,31.98742731588858,33.22818845113118,5309000
2000-01-04,30.262460708618164,32.01768342971802,29.778261337280274,31.957158508300783,6234400
2000-01-05,29.157886505126953,30.065760501135056,28.386193608520063,30.020366801334653,7744200
2000-01-06,29.717737197875977,30.247330274212867,29.11248796777667,29.142750429281634,6586000
2000-01-07,30.6407470703125,30.731534469039353,28.915786494502317,29.17301745756173,6324800
2000-01-10,31.72454071044922,31.815615946938543,30.73789231514817,30.813788345555945,4610200
2000-01-11,31.72454071044922,32.08884165640653,31.451315000981236,32.05848324424342,3945600
2000-01-12,31.96740341186523,32.69600519903025,31.694177741678352,31.78525296507398,4291600
2000-01-13,32.16474151611328,32.346892010777445,31.57275240845476,32.058487060892524,3319200
2000-01-14,33.348697662353516,33.424593651571435,32.40758739605132,32.84778413351525,3635800
2000-01-18,32.48349380493164,33.69783002193843,32.46831460221906,33.34870835954898,3460400
2000-01-19,32.95405960083008,33.3183605821382,32.66565465729449,32.696013072403495,3452200
2000-01-20,32.741546630859375,33.33353565200148,32.362066489101615,32.57457536848596,4481000
2000-01-21,32.179908752441406,32.726360033143244,31.937041516573924,32.726360033143244,3965000
2000-01-24,31.08700180053711,32.665638610720634,30.46465459652245,32.42277140915394,4191000
2000-01-25,31.436126708984375,31.90668196150901,30.844137842904995,31.026288263237113,4061400
2000-01-26,32.27099609375,32.27099609375,31.14773470572672,31.6941861917921,5503200
2000-01-27,32.817447662353516,33.212107069948885,31.876336767318403,32.058487263131646,3009900
2000-01-28,30.753074645996097,32.87816371334034,30.54056573926167,32.05848650165042,3565800
2000-01-31,32.179908752441406,32.179908752441406,30.35840448343529,30.844138955170255,2606800
2000-02-01,31.08700180053711,31.99775380641222,30.87449299916625,31.876320205628872,3177500
2000-02-02,31.633472442626953,32.6656586835572,30.419135688591368,30.96558722790738,3001000
2000-02-03,32.05849075317383,32.36207494591222,31.208455013506335,32.05849075317383,4021700
2000-02-04,31.906694412231445,31.997769657937152,31.11737561611535,31.87633599699621,2411100
2000-02-07,31.633472442626953,31.75490611803051,31.08702090331094,31.329888254118057,2611500
2000-02-08,32.93886947631836,33.36388714698053,32.3013429703251,32.54421021070348,2829000
2000-02-09,32.63529586791992,33.48533148122388,32.301353305550506,33.42461465170217,3247900
2000-02-10,32.453147888183594,33.02995781323082,31.96741321445961,32.665656807937836,2029600
2000-02-11,32.42279815673828,33.54605989063277,32.24064760529593,32.48351500721906,2970400
2000-02-14,32.05849075317383,32.90852649284132,31.93705707607847,32.78709281574596,1858800
2000-02-15,31.845985412597656,31.906702257998223,31.32989222669283,31.481684340194253,2999100
2000-02-16,31.845985412597656,32.27100333040163,31.208458535891697,31.84598541259766,2455100
2000-02-17,30.722715377807617,31.81561829638575,30.54056489137793,31.663826224361017,2658800
2000-02-18,29.75125312805176,31.208457362895107,29.2048015399855,30.722722617947326,3347800
2000-02-22,30.267330169677734,30.449480601992747,29.386936413488513,30.236971764291894,3025700
2000-02-23,31.937061309814453,32.66566346897372,29.933405372126472,30.14591433521459,3966300
2000-02-24,33.546051025390625,34.122860952524036,32.11920541616586,32.78709059495192,5636000
2000-02-25,33.940696716308594,34.5782232199244,32.908510948549655,33.576395857099556,4249800
2000-02-28,33.60676574707031,33.879991484851374,33.02995585619919,33.27282317867124,3657500
2000-02-29,34.21392059326172,34.21392059326172,33.09065966872695,33.48531891248241,3836300
2000-03-01,36.55152893066406,36.6729625815965,34.73002416667748,34.912174643076135,4900700
2000-03-02,37.18904876708984,37.52299124581473,35.97471248081752,36.30865495954241,3321500
2000-03-03,38.46411895751953,38.46411895751953,36.855122663321794,38.008742647840926,3503000
2000-03-06,39.283790588378906,39.43558266947774,38.49447176666496,38.52483018288472,2856400
2000-03-07,39.34451675415039,40.01240206942146,38.91949882625062,39.46595044783603,4255700
2000-03-08,38.37303161621094,39.34450077105172,37.82658021661299,39.31414235996294,3068100
2000-03-09,40.498138427734375,40.498138427734375,38.37304870513962,38.73734980044158,2876600
2000-03-10,42.07676315307617,43.59468390174414,40.771351309221714,40.98386021403523,4306600
2000-03-13,40.073116302490234,41.59103737455426,39.162363659251824,40.31598367402048,2818300
2000-03-14,38.82841873168945,41.257092303648136,38.03909982080288,39.83024658012241,2935800
2000-03-15,37.88729476928711,39.162347958638115,37.76586113220606,39.07127273082733,4110900
2000-03-16,39.22307205200195,39.34450571160567,35.82292958309776,37.15869983873869,5975900
2000-03-17,43.16966247558594,43.20002088801603,39.86059552070628,39.982029170426635,5726800
2000-03-20,42.59285736083984,44.62687121912656,42.50178211345387,43.71611874526684,4139200
2000-03-21,43.078582763671875,43.230374810055494,40.4981179751503,41.560662299835656,6144000
2000-03-22,43.78441619873047,44.17148592071613,43.44288409109607,43.71610977720359,4404400
2000-03-23,46.02335357666016,46.144787227258206,41.89460945632653,43.86790627854481,7123900
2000-03-24,46.53946304321289,47.29842362774017,45.35548453135033,45.35548453135033,4861600
2000-03-27,43.71613311767578,45.84122292200724,43.41254885991414,45.84122292200724,3073500
2000-03-28,42.744651794433594,43.533970648592174,42.04640819267793,42.258917114951394,4902000
2000-03-29,42.1374626159668,43.32144031194858,40.71061770029645,42.987497884876795,3079000
2000-03-30,40.87001037597656,42.866075878090186,40.22489414905771,41.56066421891322,3842200
2000-03-31,40.2552490234375,40.862417183670345,38.61589499080882,40.55883310355392,4280200
2000-04-03,41.46958541870117,42.13747039616195,40.5284747686428,40.5284747686428,3947200
2000-04-04,38.190895080566406,41.89462258440512,36.005088684858315,41.89462258440512,8308000
2000-04-05,38.73734664916992,39.253439825530336,36.824766054422504,38.06946136211527,5648200
2000-04-06,41.439239501953125,41.530314753605765,39.344508713942304,39.344508713942304,4009600
2000-04-07,41.0749397277832,42.3499932891778,41.0749397277832,42.3499932891778,3310900
2000-04-10,43.10896301269531,43.74648993048869,41.65175862916758,41.773192327794895,4620900
2000-04-11,41.80355072021485,43.80720674602035,41.044590104379424,43.16967982871859,4020800
2000-04-12,38.82756042480469,43.20935407776071,38.7058439344448,43.20935407776071,5398400
2000-04-13,36.758392333984375,39.010148155768185,36.51495927216991,38.94928989031457,5821500
2000-04-14,32.55915451049805,35.02391293605911,31.5245645540897,34.56747619058484,9867100
2000-04-17,33.56331253051758,33.776316327175444,31.767994815829873,32.498293547228265,6798900
2000-04-18,36.880096435546875,37.39739151756362,33.44160559625909,33.59375120861696,6230100
2000-04-19,36.51493453979492,37.306091454823815,35.60206117630005,37.306091454823815,2862300
2000-04-20,36.51493453979492,36.51493453979492,35.571632064183554,36.39321809132894,2884500
2000-04-24,37.7929801940918,37.88426758586496,35.723799313899974,36.51495670926744,4779200
