Date,Close,High,Low,Open,Volume
2009-08-06,1.137388825416565,1.1887048517601,1.0938052981827535,1.1598834977892671,241978000
2009-08-07,1.1549628973007202,1.1781605641567123,1.1268445335478412,1.135280025913838,24543000
2009-08-10,1.1226260662078855,1.1690213718478784,1.0973195206225657,1.1690213718478784,24210000
2009-08-11,1.1015374660491943,1.124735122236495,1.0895870999107728,1.123329221455297,23054000
2009-08-12,1.1247352361679075,1.1387944130026195,1.1008345852693149,1.1352796187939416,14513000
2009-08-13,1.163398265838623,1.175348636201108,1.1247355197935436,1.1247355197935436,11506000
2009-08-14,1.1669130325317385,1.195031476406737,1.142309467465522,1.1598834425128195,6378000
2009-08-17,1.1402006149291992,1.1507450003388584,1.1387947136344432,1.1437154100657525,2544000
2009-08-18,1.199952483177185,1.209090969326451,1.1493393549041249,1.1584778410533911,14467000
2009-08-19,1.2575948238372805,1.2611096186957689,1.180972161843318,1.1837840480097004,20708000
2009-08-20,1.2484560012817385,1.26181218459584,1.215416871548113,1.26181218459584,18821000
2009-08-21,1.2526737451553345,1.2632182110146086,1.2358027673790946,1.250564935782779,8636000
2009-08-24,1.230178713798523,1.2547822646106963,1.2161195419058524,1.2315846142279352,10216000
2009-08-25,1.2547826766967771,1.2582974708242467,1.2336939119319614,1.2407235001869,5308000
2009-08-26,1.2547826766967771,1.2547826766967771,1.2055755589122068,1.2435353857684568,7086000
2009-08-27,1.2765746116638184,1.2800894062809816,1.2336940838147008,1.2547828515176804,11611000
2009-08-28,1.298366665840149,1.335623513979188,1.2653275219172655,1.2723571127435247,12950000
2009-08-31,1.279386281967163,1.2934454580658188,1.2519708382952046,1.2899306640411548,10048000
2009-09-01,1.2547826766967771,1.2962572976804967,1.190813390057115,1.282901113515834,13835000
2009-09-02,1.2428324222564695,1.2829011432786404,1.228773245420425,1.2484561097507485,12934000
2009-09-03,1.226664662361145,1.2632185984188693,1.195031506479955,1.2632185984188693,36577000
2009-09-04,1.2484560012817385,1.2653269784994772,1.229476047162661,1.247753008981292,11586000
