Date,Close,High,Low,Open,Volume
2023-10-04,76.95045471191406,79.73966101387037,75.51628366812538,75.83278908018835,8358300
2023-10-05,73.63703918457031,76.14930452523326,71.85669883693056,75.17011695672714,15351900
2023-10-06,77.12848663330078,77.6131338769423,72.24242744032439,72.24242744032439,7781100
2023-10-09,73.79529571533203,77.14827796151087,72.9288617523132,75.81302081370178,7000900
2023-10-10,74.18103790283203,74.6854710734752,71.7083366394043,73.15239327171584,5385600
2023-10-11,73.65682220458984,75.72399671976169,72.80621241522282,73.62715099850948,4602500
2023-10-12,73.41944122314453,74.47775694657487,71.95559891463826,72.94467931209033,4668700
2023-10-13,71.06542205810547,73.18205341592282,69.7004938836324,72.8259838841326,5286500
2023-10-16,73.39965057373047,74.02276846665285,70.83793613452102,70.83793613452102,4555000
2023-10-17,73.66670989990234,74.30466342366196,72.21276053635202,72.33144535226018,2584900
2023-10-18,71.65888214111328,73.1237131985599,71.48184342528705,72.69741972707723,2959800
2023-10-19,69.52246856689453,71.9457127496319,69.186177276237,71.03576050964021,2867400
2023-10-20,69.16638946533203,70.0071062571157,68.14763790796373,69.63125843914109,3151500
2023-10-23,71.11488342285156,71.67865895815382,66.91129165466036,68.54327585035153,4089800
2023-10-24,71.22366333007812,72.905096557572,71.00606449087907,71.50060456321052,3432200
2023-10-25,70.01700592041016,71.54513340371322,69.01803255358591,70.52143906252131,3298200
2023-10-26,69.2356185913086,71.44127090385133,64.79465031171235,65.6056958276529,3537100
2023-10-27,67.2475814819336,68.68175274311204,67.01020427342611,67.89048531997321,3412000
2023-10-30,67.61354064941406,68.57294990015156,66.68380260501525,67.73223302085381,3393700
2023-10-31,68.2465591430664,68.96859127746649,66.91130188644098,68.16743088662254,3370700
2023-11-01,66.77281188964844,68.43446706373193,66.73324777287458,67.41571558157713,2503500
2023-11-02,69.51256561279297,69.76972861603865,65.96177078749737,67.25746362793566,2848700
2023-11-03,70.02689361572266,70.31372028411207,68.30588832887969,69.70049528069198,2225900
