Date,Close,High,Low,Open,Volume
2012-10-12,13.452116012573242,14.051696568381368,13.452116012573242,13.698097327931151,6467100
2012-10-15,13.64428997039795,13.705785303167252,13.45211687222333,13.4905509053925,633100
2012-10-16,13.675041198730469,13.798031889711348,13.259946517046483,13.505927899008244,180300
2012-10-17,13.605853080749512,13.890268385284354,13.452114048020784,13.605853080749512,121000
2012-10-18,13.605853080749512,13.736530818719704,13.467488244526471,13.528983564385149,146100
2012-10-19,13.382933616638184,13.682723162183198,13.382933616638184,13.621227833195393,298100
2012-10-22,13.09083080291748,13.459802766484168,13.013961277300025,13.452115667305996,359800
2012-10-23,13.167699813842772,13.298377576985692,12.875597354786796,12.95246688595869,166100
2012-10-24,13.367559432983398,13.429054762040822,13.006274558041572,13.006274558041572,158200
2012-10-25,13.09083080291748,13.821087630872682,12.491250262498424,13.821087630872682,206900
2012-10-26,13.17538833618164,13.459805192378106,12.760295168896915,13.459805192378106,199500
2012-10-31,13.09083080291748,13.09083080291748,12.68342334345994,12.68342334345994,36400
2012-11-01,13.244573593139648,13.436746749625708,12.691115430279137,13.144644196879424,203000
2012-11-02,13.06777286529541,13.244571793358132,12.729547745314608,13.060085764140776,72100
2012-11-05,12.844850540161133,13.067772061438774,12.683425824337634,12.906347345615274,33300
2012-11-06,13.075456619262695,13.436741484057428,12.368259621882608,12.698797556094338,370600
2012-11-07,13.1138916015625,13.375247128240764,12.87559737411974,12.87559737411974,155800
2012-11-08,12.87559700012207,13.275317378273954,12.521999219101472,12.521999219101472,141600
2012-11-09,12.7218599319458,13.021650995534705,12.552748114505189,12.552748114505189,209600
2012-11-12,12.683422088623049,12.72185611454717,12.575805643104214,12.652673694952462,12800
2012-11-13,12.329828262329102,12.883286328161384,12.27601928945036,12.698800306217288,47600
2012-11-14,12.337514877319336,12.660365807915444,12.03003814964797,12.276020264867409,123400
2012-11-15,12.837165832519531,13.267633238627566,12.076159670970192,12.591182991436009,367000
2012-11-16,12.929408073425291,13.598171217227993,12.50662776991455,12.99859051816918,104600
2012-11-19,13.160015106201172,13.259944477440534,12.683425152334424,12.9524677972835,77200
2012-11-20,13.167699813842772,13.290691943416425,12.93709268649144,13.1753869135764,251400
2012-11-21,13.221510887145996,13.436743837416431,12.952468233143438,13.160015549045228,33100
2012-11-23,13.313751220703123,13.490550108703404,13.113891034464608,13.259942990978198,94000
2012-11-26,13.267630577087402,13.390621239874418,13.113891515521455,13.29837750970198,77400
2012-11-27,13.244573593139648,13.321443148967038,13.01396639182231,13.121582890281758,55800
2012-11-28,13.2599458694458,13.444431896907032,13.052398538740183,13.413684958745804,94000
2012-11-29,13.959455490112305,14.105507473623351,13.221511404052508,13.421370161070277,164400
2012-11-30,13.836465835571287,14.205437905973666,13.659666901774068,14.174690966522476,44200
2012-12-03,13.913334846496582,14.220811559965618,13.367562397195002,13.844152402695473,47600
2012-12-04,13.70578384399414,14.01326047510545,13.38293301478621,14.01326047510545,30100
2012-12-05,13.821090698242188,13.913334442688006,13.51361399369709,13.51361399369709,33000
2012-12-06,13.544360160827637,13.667350822337808,13.313751570872816,13.651976623107952,41900
2012-12-07,13.64428997039795,13.721159502900674,13.528986404726057,13.590481737495358,42500
2012-12-10,13.544360160827637,13.774967284618125,13.344499969332526,13.75190598577334,72300
2012-12-11,13.482864379882812,13.71347149597338,13.221508866359216,13.382933554389757,72200
2012-12-12,13.559734344482422,13.667352284439794,13.429056569377716,13.429056569377716,58000
2012-12-13,13.744222640991213,13.821092191976415,13.290695369124448,13.382937657374905,135900
2012-12-14,13.505926132202148,13.567421469647948,13.259944782418955,13.398309658213126,44700
2012-12-17,13.821090698242188,14.220811147233103,13.452118652788071,13.57510933460611,107600
2012-12-18,14.451417922973633,14.797330122697309,13.605857374608275,13.782656291727248,142600
2012-12-19,14.743521690368652,15.289292635911323,13.936393723674556,14.451417733070574,192600
2012-12-20,14.620532035827637,14.620532035827637,14.174690434290737,14.566723794184934,200500
2012-12-21,14.58978271484375,14.743521795163335,13.590483091260026,14.313054422898835,1936500
2012-12-24,14.328428268432615,14.951070272432764,13.844152620374924,14.643592087964455,159000
2012-12-26,14.336113929748535,14.605156581053471,14.044011443239844,14.412983468144873,81300
2012-12-27,14.25156021118164,14.9818172350455,14.136255158740031,14.274620048738246,162100
2012-12-28,14.436043739318848,14.543660205695229,14.074757374487756,14.151626907398482,66400
2012-12-31,14.697400093078612,14.774268164121752,14.274618371518974,14.405296144922575,125600
2013-01-02,14.789642333984377,15.312353426509796,14.297679642743727,14.958754142557227,189700
2013-01-03,14.712773323059082,14.958754677475588,14.33611419083824,14.78964286285537,89100
2013-01-04,15.412286758422852,15.750511928637344,14.58209877056172,14.797333236364551,173300
2013-01-07,15.965744018554688,16.32702897573,15.097120648472984,15.289293778789247,210300
2013-01-08,15.835064888000488,16.219411116028827,15.665951609322736,15.90424732633875,229400
2013-01-09,15.73513889312744,16.119485239511096,15.681330639220125,15.919624963451804,171800
2013-01-10,16.62681770324707,16.903547465318912,15.635205166097215,15.788944248618142,235200
2013-01-11,16.65756607055664,16.742122712378585,15.796629849378744,16.603757831638873,166300
2013-01-14,16.757495880126953,17.2725199127468,16.665253601363013,16.665253601363013,130400
2013-01-15,16.695999145507812,17.60305645258611,16.273218893100214,16.657565110257835,59300
2013-01-16,16.357770919799805,16.542256876100502,15.419965475899524,16.20403188980053,239500
2013-01-17,16.234786987304688,16.765183780913894,15.958057205480994,16.426960121090108,129800
2013-01-18,15.788938522338867,16.74980377419988,15.612138201711783,16.273213964164647,119400
2013-01-22,16.74981117248535,16.82667925365516,15.835066638150876,15.835066638150876,160100
2013-01-23,16.473079681396484,16.711373933890073,16.104107651826183,16.711373933890073,42700
2013-01-24,16.473079681396484,17.364762819273633,16.288593666611334,16.32702770321321,114500
2013-01-25,16.911235809326172,17.457006806686298,16.565323581305908,16.565323581305908,71200
2013-01-28,16.634506225585938,17.103409147799425,16.403899048261252,17.064975106966873,91000
2013-01-29,17.01116180419922,17.03422310352672,16.626815612393717,16.665251111272887,113700
2013-01-30,17.42626190185547,17.587686649665557,16.94198619226038,16.94198619226038,340500
2013-01-31,17.23408317565918,17.318639806422826,16.565320161599452,17.318639806422826,260400
2013-02-01,17.449317932128906,17.641491030649426,17.187962400847848,17.34169999996563,93600
2013-02-04,17.326324462890625,17.45700074122275,16.79592638626879,17.41087961556646,80100
2013-02-05,17.395511627197266,17.410885829958193,17.03422665930353,17.357077586459624,38700
2013-02-06,17.395511627197266,17.549250722477186,17.072660700041176,17.287895140200128,136100
2013-02-07,17.23408317565918,17.441630469625753,16.91123231821041,16.957353450370416,61300
2013-02-08,16.949670791625977,17.48775618374558,16.941985156055896,17.21102638595096,96400
2013-02-11,16.573009490966797,17.011163970844798,16.373149269832794,17.011163970844798,59100
2013-02-12,16.58069610595703,16.72674808369233,16.180975675399637,16.542262069473036,154700
2013-02-13,16.573009490966797,16.91892169411498,16.319341030712977,16.565322390211886,321700
2013-02-14,16.911235809326172,17.62612010312494,16.565323581305908,16.565323581305908,379500
2013-02-15,17.141843795776367,17.410886489627465,16.680629424791316,16.965044855821116,146500
2013-02-19,17.541563034057617,17.541563034057617,17.088034330940612,17.157216774884876,102000
2013-02-20,16.357770919799805,17.89515535513634,16.303961232985223,17.53386907448726,96200
2013-02-21,15.934995651245115,16.365464519799705,15.796630762507188,16.365464519799705,76900
2013-02-22,16.127172470092773,17.395515129970097,15.550652945951722,17.10341254951788,310600
2013-02-25,15.173986434936523,16.20403427556169,15.043308680046335,16.142538947740675,167600
2013-02-26,15.412286758422852,15.773573235526346,15.143245508875376,15.250862008694366,119300
2013-02-27,16.11178970336914,16.52688424395281,15.258542257998574,15.44302823175881,158500
